"id","user_id","school_level_id","subject_id","title","description","is_public","parent_id","copied_not_modified","token","notified","uuid"
11,18,1,2,"Chez Fifi","""Breakfast"", which was included, was supposed to start at 6:30 AM, which was fine with us because we had an early flight and did not want to spend an additional minute in this place. At 6:30 AM, Madam Fifi was sitting at the table. After we asked her ""where's breakfast?""","t",,"f","ExJbumEhPAq4oj-RmeiNow","f","2991c7a8-2d6a-4e66-a35c-5e57f3130064"
12,18,1,3,"跟隨羅馬","托迪（意大利文：Francesco Totti，1976年9月27號—）係意大利足球員，打前鋒，現時效力意大利甲組足球聯賽球隊羅馬。托迪喺羅馬出世，佢早響16歲嗰陣已經代表球會上陣意甲賽事。佢好受羅馬重用，廿歲嗰陣就贏咗意甲最佳新人獎。2001年佢跟隨羅馬贏得意甲聯賽冠軍，之前又贏埋意大利聯賽最佳年青球員。由於佢生得靚仔，只係二十歲就係意大利女人心目中嘅最佳對象，地位等同英國嘅碧咸。","t",,"f","uhQtaN0Xhq6SPEApCPVx2g","f","7ce2b90f-0151-45e7-bf91-1a9b2fae4b2d"
13,18,1,1,"لكن أسرة","والحزب القومي الصيني. شهد النصف الأول من القرن العشرين سقوط البلاد في فترة من التفكك والحروب الأهلية التيلشيوعيون. انتهت أعمال العنف الكبرى في عام 1949 عندما حسم الشيوعيون الحرب الأهلية وأسسوا جمهورية الصين الشعبية في بر الصين الرئيسي. نقل حزب الكومينتانغ عاصمة جم","t",,"f","w0QqdshI6Ga96iPlg9G9zw","t","5b142ef4-f21c-429a-8e23-c2bb6dbf9c81"
14,18,1,1,"È lunedì, che umiliazione","Juventus-Napoli alla ripresa del campionato. Vale già per lo scudetto (anche se ci sarà tempo, per chi perde, di recuperare), ma vale soprattutto per indicare chi è la squadra più forte in questo momento. Proviamo a capirlo con questo sondaggio che, giorno.","t",,"f","vdW99Xhw7NfkoY6pcbwYMA","t","c60ae3b1-7459-4d73-9917-cf551510d630"
15,18,1,1,"Citroen conferma, Hyundai ritorna","come i principali gruppi industriali del mondo abbiano fiducia in questo sport, nonostante le difficoltà economiche». Nello stesso giorno del ritorno della casa coreana, arriva","t",,"f","7GJ0yJeQdwzMOPPsVsat-w","t","1631c848-3f94-467c-8a75-ebe0d148fcd9"
16,18,1,2,"Ladies","Ladies, it’s getting cold out there. What’s the logical thing to do? Wear a Spock hoodie, of course. And they’re available now, thanks to Ashley Eckstein and her apparel company, Her Universe. The Spock hoodie comes in uniform-like sciences blue, is made of Vulcan ears.","t",,"f","XYG9Iuss3MmlpbwrUcwJtw","t","25b3adf9-9c15-410a-a5d6-334127456780"
17,18,1,1,"2013 Trek Calendars Available","If you’re already thinking about that perfect gift for the Star Trek fan in your life… or for yourself, a classic standby awaits. Danilo’s 2013 Star Trek calendars. They’re offering two Trek calendars this year, Star Trek 2013 Calendar.","t",,"f","PwdtN5qsKpw7ShPeMrFRmQ","t","c83c9f7c-94b7-4253-834c-582e63f61a4a"
18,18,1,1,"Holographic Love","Star Trek is a worldwide phenomenon. StarTrek.com frequently presents excerpts from the latest issue of Star Trek Magazine, which is published out of England and available internationally. the official Star Trek magazine of Italy. ","t",,"f","PLgBPw6LBMj2PocnQ0sbIA","t","a1cfdf4b-3c2c-4663-88b9-5bbadf81f8f5"
19,18,1,2,"Alimentazione","I fattori che scatenano la prostatite sono molteplici e talvolta possono agire contemporaneamente, dando luogo a diverse forme di prostatite. Le principali cause della prostatite possono essere: batteri, che risalgono il condotto urinario e si depositano nella prostata.","t",,"f","PMHK0ZaZxYkVYUL4IwW-9w","t","6012651d-9fc6-4a73-b475-c6446b73a056"
20,18,1,3,"Qual è il giorno di fertilità?","ciao a tutti cerco un vostro aiuto vorrei calcolare il giorno fertile. le mestruazione sono venute 27 marzo ed ho avuto 46 giorni di ritardo ed arriva fino 40 giorni cosa ci devo mettere non ci capisco più nulla","t",,"f","dCnQwKTNTN9v7KvZTCt9DQ","t","0636ebdf-fa5e-4598-93e6-49fd161eeb9a"
21,18,1,1,"Educazione figli","ho un bimbo bellisimo di 3 anni e mezzo beh, è già la seconda volta che il papà lo picchia con la cinta xkè ha disubbidito. Ebbene Nicol va col faccino mogio mogio dal suo papà e gli dice e il papà gli risponde "" prima di cena ti cinghio lo stesso e al parco non ci vai""!!!","t",,"f","PdxOVxY26hA141yUWgTi9w","t","f5ac2ad8-5778-482f-bb18-111dece98c49"
22,18,1,2,"Lazio, nuovo caso Fiorito dell'Idv","La Gdf interviene dopo una segnalazione della Banca d'Italia. L'indagine riguarda i fondi del gruppo dell'Italia dei valori e l'utilizzo fattone dal responsabile, Vincenzo Salvatore Maruccio, che è anche segretario regionale del partito","t",,"f","F8uRPOkrGbcmjIdhlIT2Vg","t","fd25e581-f68e-4d66-8f72-7ee42bec71d4"
23,18,1,1,"Ufologia","Questo Database di oltre 300 immagini di Cerchi nel grano è suddiviso in diverse gallerie che riportano i vari dati sulla realizzazione. Le immagini sono state accuratamente cercate in rete e dopo averle sel ezionate","t",,"f","icGHRQFMczSePL8rIwgADg","t","3e3720a4-d1c0-4e3f-8be2-92c64fad9473"
24,1,1,1,"Chimica Uno","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","7Je4D5Xg0pbsHTzRppyHLQ","t","5b264dcc-8f08-46a9-9e9c-fa88911aa949"
25,1,1,1,"Chimica Due","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","oPEM6erRQkix4xPy_mw1pw","t","3cba1190-459f-43a7-8eda-41f8fd8fbe2b"
26,1,1,1,"Chimica Tre","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","QRpSqXTaD4_Z7D9nWYrJZA","t","964660eb-298e-41cd-ab5d-9cbcd16c20f9"
27,1,1,1,"Chimica Quattro","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","2a3BWQxkpYX863fWqC71Ow","t","10043a6b-84df-4db0-8b9c-eddf0ec28b02"
28,1,1,1,"Chimica Cinque","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","7CeFsRuu5HdDG3BmIUO3wg","t","ca9e4cfe-6eef-4d73-a4f3-b75c0b07b30a"
29,1,1,1,"Chimica Sei","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","IMgkeKHH6j7o0ZcWzWpz-w","t","d10fefbf-7c56-4ed1-80e5-2cf9ca295b18"
30,1,1,1,"Chimica Sette","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","jOkTlvV0CX6eSlavcPecyg","t","cb01eb04-c0b9-4df7-97b1-87549bc2d96f"
31,1,1,1,"Chimica Otto","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","rxUqAUp5Wg60k0OA18LQWQ","t","630aa8a9-3ebc-402f-b931-36d6fb17fbed"
32,1,1,1,"Chimica Nove","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","KU_TxOau5onyuFpzSqCERg","t","9a60d4a7-742d-46ce-8e63-84ca99a0ed34"
33,1,1,1,"Chimica Dieci","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","C9ExOvooMxJCnhsF8po6QA","f","c0d398b9-a8cc-4f46-be16-0a8bf23a9b69"
34,1,1,1,"Chimica Undici","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","N2vzpOGlSycXx6VIl8NTMA","t","13ece70d-dbbb-4a8d-b6da-8c5b107b3f18"
35,1,1,1,"Chimica Dodici","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","5r-GN0R1N0HB37iw7u3onA","t","eb41b614-3324-40b8-9182-a076be80c7ee"
36,1,1,1,"Chimica Tredici","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","Gs03rp8GD2d7EE7lFYxteg","t","95b65ff9-de20-4a3c-8fa6-25b6b8cb6d21"
37,1,1,1,"Chimica Quattordici","Chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno, chimica parte uno","t",,"f","qQ_A55PfgQJHXgo9eoCVMg","t","5a2d4b9d-a9fc-49c2-8894-a12f8d38202c"
38,1,1,3,"Laberinto","No habrá nunca una puerta. Estás adentro - y el alcázar abarca el universo - y no tiene ni anverso ni reverso - ni externo muro ni secreto centro.","f",9,"t","2Gjgqiv2GtXoM28QLL-8OA","t","6c3db357-f4e7-4014-a3a7-2ae702f4c670"
39,1,1,3,"Voir Negro","Paolo Negro est un ancien footballeur italien, né le 16 avril 1972 à Arzignano. Il évoluait au poste de défenseur central ou défenseur latéral droit. Il a reçu 8 sélections en équipe d'Italie et a évolué pendant douze saisons à la Lazio, où il s'est construit un respectable","f",6,"t","2O4rEYQMnULiIUypOcoFSA","t","9f82d00c-761b-45ed-b527-96341b68fe76"
40,1,1,3,"Chain Reactions","Per dieci stagioni consecutive segna almeno una rete in campionato; in particolare nell'annata 1994-1995, la prima sotto la guida del tecnico boemo Zdenek Zeman in cui la Lazio conclude il campionato con il migliore attacco, Negro segna 4 reti","f",3,"t","ud1aTmikEAm-iwTuAakhoA","t","b8216b68-31b9-4585-bf42-9e9388edaeb6"
41,1,1,3,"Qual è il giorno di fertilità?","ciao a tutti cerco un vostro aiuto vorrei calcolare il giorno fertile. le mestruazione sono venute 27 marzo ed ho avuto 46 giorni di ritardo ed arriva fino 40 giorni cosa ci devo mettere non ci capisco più nulla","f",20,"t","93DIrQzh2XHaTb6CeEvleA","t","120db550-4f93-4dec-b45c-d9e23415ed64"
42,1,1,3,"跟隨羅馬","托迪（意大利文：Francesco Totti，1976年9月27號—）係意大利足球員，打前鋒，現時效力意大利甲組足球聯賽球隊羅馬。托迪喺羅馬出世，佢早響16歲嗰陣已經代表球會上陣意甲賽事。佢好受羅馬重用，廿歲嗰陣就贏咗意甲最佳新人獎。2001年佢跟隨羅馬贏得意甲聯賽冠軍，之前又贏埋意大利聯賽最佳年青球員。由於佢生得靚仔，只係二十歲就係意大利女人心目中嘅最佳對象，地位等同英國嘅碧咸。","f",12,"f","NL01GRSc2VNnx5KGfOwBJw","f","e7b9fa0d-5388-40d3-915d-4be6a16c5dc7"
43,1,1,3,"跟隨羅馬","托迪（意大利文：Francesco Totti，1976年9月27號—）係意大利足球員，打前鋒，現時效力意大利甲組足球聯賽球隊羅馬。托迪喺羅馬出世，佢早響16歲嗰陣已經代表球會上陣意甲賽事。佢好受羅馬重用，廿歲嗰陣就贏咗意甲最佳新人獎。2001年佢跟隨羅馬贏得意甲聯賽冠軍，之前又贏埋意大利聯賽最佳年青球員。由於佢生得靚仔，只係二十歲就係意大利女人心目中嘅最佳對象，地位等同英國嘅碧咸。","f",42,"f","Sup90YGSWbKNhlbHUup7GQ","f","dd852ad7-4da8-4d87-bb7f-288ccb30f542"
